,CVE_ENT,CVE_MUN,NOM_MUN,IDMUN,Y,IDH,IRS,c_i,Pob2010,Mun_cov
295,10,26,San Dimas,10_26,NA,0.609,0.5187,15681.43018,19691,San Dimas
296,10,33,S√∫chil,10_33,NA,0.663,-0.24885,5384.294828,6761,S˙chil
297,10,35,Tepehuanes,10_35,NA,0.641,0.26,8557.054863,10745,Tepehuanes
298,10,16,Nombre de Dios,10_16,1,0.672,-0.66396,14723.39044,18488,Nombre de Dios
299,10,20,P√°nuco de Coronado,10_20,NA,0.679,-0.98512,9498.370716,11927,P·nuco de Coronado
300,10,11,Ind√©,10_11,NA,0.648,-0.84601,4204.862697,5280,IndÈ
301,10,24,Rodeo,10_24,NA,0.702,-0.98207,10184.05003,12788,Rodeo
302,10,8,Guadalupe Victoria,10_8,1,0.694,-0.98412,27118.17889,34052,Guadalupe Victoria
303,10,13,Mapim√≠,10_13,3,0.68,-0.74244,20018.49121,25137,MapimÌ
304,10,12,Lerdo,10_12,5,0.752,-1.27426,112323.1912,141043,Lerdo
305,10,31,Santa Clara,10_31,NA,0.657,-0.8012,5577.017702,7003,Santa Clara
306,10,29,San Luis del Cordero,10_29,NA,0.658,-0.79416,1736.894989,2181,San Luis del Cordero
307,10,4,Cuencam√©,10_4,3,0.696,-0.86849,26809.18519,33664,CuencamÈ
308,10,21,Pe√±√≥n Blanco,10_21,NA,0.685,-0.67301,8340.440724,10473,PeÒÛn Blanco
309,10,28,San Juan del R√≠o,10_28,2,0.658,-0.77872,9441.031679,11855,San Juan del RÌo
310,10,30,San Pedro del Gallo,10_30,NA,0.633,-0.77778,1361.005748,1709,San Pedro del Gallo
311,10,15,Nazas,10_15,NA,0.694,-0.8586,9883.816463,12411,Nazas
312,10,2,Canelas,10_2,NA,0.575,1.62452,3282.659855,4122,Canelas
313,10,7,G√≥mez Palacio,10_7,3,0.752,-1.36947,261199.2219,327985,GÛmez Palacio
314,10,27,San Juan de Guadalupe,10_27,NA,0.617,-0.47724,4736.045162,5947,San Juan de Guadalupe
315,10,22,Poanas,10_22,NA,0.668,-0.82695,19844.08498,24918,Poanas
316,10,39,Nuevo Ideal,10_39,NA,0.629,-0.68038,20779.02983,26092,Nuevo Ideal
317,10,1,Canatl√°n,10_1,NA,0.715,-0.87551,25006.98741,31401,Canatl·n
318,10,3,Coneto de Comonfort,10_3,NA,0.645,-0.50304,3607.581064,4530,Coneto de Comonfort
319,11,27,Salamanca,11_27,3,0.741,-1.22716,202344.0517,260732,Salamanca
320,11,31,San Francisco del Rinc√≥n,11_31,1,0.687,-0.84341,88137.29788,113570,San Francisco del RincÛn
321,11,40,Tierra Blanca,11_40,NA,0.633,0.82161,14104.91669,18175,Tierra Blanca
322,11,14,Dolores Hidalgo Cuna de la Independencia Nacional,11_14,3,0.639,-0.31667,114991.3519,148173,Dolores Hidalgo Cuna de la Independencia Nacional
323,11,11,Cortazar,11_11,2,0.698,-0.98372,68601.50322,88397,Cortazar
324,11,24,Pueblo Nuevo,11_24,NA,0.656,-0.69814,8667.830237,11169,Pueblo Nuevo
325,11,28,Salvatierra,11_28,2,0.67,-0.75127,75319.86712,97054,Salvatierra
326,11,37,Silao de la Victoria,11_37,4,0.668,-0.7914,134277.2548,173024,Silao
327,11,16,Huan√≠maro,11_16,NA,0.654,-0.71374,15612.02801,20117,HuanÌmaro
328,11,23,P√©njamo,11_23,NA,0.652,-0.42032,116359.5483,149936,PÈnjamo
329,11,2,Ac√°mbaro,11_2,NA,0.689,-0.89746,84613.97894,109030,Ac·mbaro
330,11,35,Santa Cruz de Juventino Rosas,11_35,1,0.64,-0.50054,61474.93101,79214,Santa Cruz de Juventino Rosas
331,11,34,Santa Catarina,11_34,NA,0.621,0.21098,3973.434579,5120,Santa Catarina
332,11,39,Tarimoro,11_39,NA,0.645,-0.62352,27605.28153,35571,Tarimoro
333,11,26,Romita,11_26,1,0.633,-0.56111,43967.76095,56655,Romita
334,11,41,Uriangato,11_41,3,0.696,-0.86934,46024.32377,59305,Uriangato
335,11,19,Jer√©cuaro,11_19,NA,0.621,-0.02445,39448.75518,50832,JerÈcuaro
336,11,45,Xich√∫,11_45,NA,0.582,0.76853,8971.270261,11560,Xich˙
337,11,5,Apaseo el Grande,11_5,2,0.681,-0.74397,66212.7861,85319,Apaseo el Grande
338,11,25,Pur√≠sima del Rinc√≥n,11_25,1,0.657,-0.81741,53389.14685,68795,PurÌsima del RincÛn
339,11,6,Atarjea,11_6,NA,0.587,0.79501,4353.704685,5610,Atarjea
340,11,18,Jaral del Progreso,11_18,1,0.697,-0.95746,28391.43177,36584,Jaral del Progreso
341,11,9,Comonfort,11_9,NA,0.669,-0.23317,60372.92376,77794,Comonfort
342,11,38,Tarandacuao,11_38,NA,0.668,-0.74316,9034.131237,11641,Tarandacuao
343,11,36,Santiago Maravat√≠o,11_36,NA,0.664,-0.79582,5176.329813,6670,Santiago MaravatÌo
344,11,17,Irapuato,11_17,5,0.744,-1.11627,410877.9694,529440,Irapuato
345,11,20,Le√≥n,11_20,13,0.748,-1.23737,1114796.739,1436480,LeÛn
346,11,4,Apaseo el Alto,11_4,3,0.66,-0.5144,50003.96684,64433,Apaseo el Alto
347,11,30,San Felipe,11_30,NA,0.61,-0.10549,83001.32326,106952,San Felipe
348,11,7,Celaya,11_7,3,0.765,-1.22464,363560.7273,468469,Celaya
349,11,32,San Jos√© Iturbide,11_32,2,0.699,-0.83103,56195.38502,72411,San JosÈ Iturbide
350,11,12,Cuer√°maro,11_12,1,0.656,-0.5987,21192.68584,27308,Cuer·maro
351,11,46,Yuriria,11_46,NA,0.67,-0.5227,54931.18093,70782,Yuriria
352,11,22,Ocampo,11_22,NA,0.607,-0.18463,17603.40167,22683,Ocampo
353,11,42,Valle de Santiago,11_42,4,0.662,-0.64425,109469.6748,141058,Valle de Santiago
354,11,21,Morole√≥n,11_21,NA,0.722,-0.97909,38309.49698,49364,MoroleÛn
355,11,8,Manuel Doblado,11_8,5,0.62,-0.4095,28826.80223,37145,Manuel Doblado
356,11,13,Doctor Mora,11_13,NA,0.64,-0.25377,18100.85706,23324,Doctor Mora
357,11,10,Coroneo,11_10,1,0.642,-0.52649,9072.934309,11691,Coroneo
358,11,33,San Luis de la Paz,11_33,2,0.65,-0.2646,89756.16205,115656,San Luis de la Paz
359,11,29,San Diego de la Uni√≥n,11_29,NA,0.597,0.0523,28794.20765,37103,San Diego de la UniÛn
360,11,44,Villagr√°n,11_44,NA,0.707,-1.12163,43290.25931,55782,Villagr·n
361,11,3,San Miguel de Allende,11_3,1,0.669,-0.36185,124467.0621,160383,San Miguel de Allende
362,11,43,Victoria,11_43,NA,0.614,0.33091,15381.53777,19820,Victoria
363,11,1,Abasolo,11_1,1,0.63,-0.46413,65446.81346,84332,Abasolo
364,11,15,Guanajuato,11_15,NA,0.774,-1.16469,133256.734,171709,Guanajuato
365,12,21,Coyuca de Ben√≠tez,12_21,NA,0.653,0.49428,50518.20912,73460,Coyuca de BenÌtez
366,12,58,Teloloapan,12_58,NA,0.656,0.58444,36976.77085,53769,Teloloapan
367,12,30,Florencio Villarreal,12_30,NA,0.665,0.36634,13874.28354,20175,Florencio Villarreal
368,12,35,Iguala de la Independencia,12_35,8,0.76,-0.64521,96527.19013,140363,Iguala de la Independencia
369,12,15,Buenavista de Cu√©llar,12_15,NA,0.694,-0.53115,8725.497377,12688,Buenavista de CuÈllar
370,12,3,Ajuchitl√°n del Progreso,12_3,1,0.604,1.28775,26272.08199,38203,Ajuchitl·n del Progreso
371,12,72,Zapotitl√°n Tablas,12_72,NA,0.553,2.17598,7231.819863,10516,Zapotitl·n Tablas
372,12,59,Tepecoacuilco de Trujano,12_59,NA,0.656,0.60776,20954.12241,30470,Tepecoacuilco de Trujano
373,12,22,Coyuca de Catal√°n,12_22,2,0.607,0.99586,28930.71794,42069,Coyuca de Catal·n
374,12,74,Zitlala,12_74,NA,0.517,1.83257,15533.0083,22587,Zitlala
375,12,73,Zir√°ndaro,12_73,NA,0.549,1.16618,12937.64046,18813,Zir·ndaro
376,12,40,Leonardo Bravo,12_40,1,0.591,0.542,16999.86563,24720,Leonardo Bravo
377,12,76,Acatepec,12_76,NA,0.515,2.62852,22550.95445,32792,Acatepec
378,12,66,Tlapa de Comonfort,12_66,NA,0.646,0.66,55991.58819,81419,Tlapa de Comonfort
379,12,47,Pedro Ascencio Alquisiras,12_47,NA,0.544,2.35114,4798.748479,6978,Pedro Ascencio Alquisiras
380,12,52,San Luis Acatl√°n,12_52,NA,0.579,1.82125,29130.83771,42360,San Luis Acatl·n
381,12,17,Cocula,12_17,NA,0.658,0.2482,10113.95728,14707,Cocula
382,12,7,Arcelia,12_7,NA,0.687,0.15722,22130.77168,32181,Arcelia
383,12,69,Xalpatl√°huac,12_69,NA,0.516,2.04692,8417.409198,12240,Xalpatl·huac
384,12,41,Malinaltepec,12_41,NA,0.581,1.99814,20355.13847,29599,Malinaltepec
385,12,48,Petatl√°n,12_48,NA,0.663,-0.09622,30931.91571,44979,Petatl·n
386,12,45,Olinal√°,12_45,NA,0.582,1.49288,17001.92872,24723,Olinal·
387,12,68,La Uni√≥n de Isidoro Montes de Oca,12_68,1,0.613,0.27929,17682.06089,25712,La UniÛn de Isidoro Montes de Oca
388,12,8,Atenango del R√≠o,12_8,NA,0.565,0.80636,5769.776403,8390,Atenango del RÌo
389,12,27,Cutzamala de Pinz√≥n,12_27,NA,0.598,0.56063,14708.4598,21388,Cutzamala de PinzÛn
390,12,2,Ahuacuotzingo,12_2,NA,0.492,1.67234,17210.98856,25027,Ahuacuotzingo
391,12,62,Tlacoachistlahuaca,12_62,NA,0.502,2.54031,14652.06866,21306,Tlacoachistlahuaca
392,12,19,Copalillo,12_19,1,0.518,2.20852,9941.345373,14456,Copalillo
393,12,71,Xochistlahuaca,12_71,NA,0.516,2.14951,19316.71625,28089,Xochistlahuaca
394,12,43,Metlat√≥noc,12_43,NA,0.447,3.06794,13049.73504,18976,MetlatÛnoc
395,12,54,San Miguel Totolapan,12_54,NA,0.566,2.07543,19261.70051,28009,San Miguel Totolapan
396,12,57,T√©cpan de Galeana,12_57,3,0.658,0.06184,42686.02993,62071,TÈcpan de Galeana
397,12,63,Tlacoapa,12_63,NA,0.561,2.65035,6854.274303,9967,Tlacoapa
398,12,70,Xochihuehuetl√°n,12_70,NA,0.551,0.42162,4868.205859,7079,Xochihuehuetl·n
399,12,28,Chilapa de √Ålvarez,12_28,3,0.551,1.57468,83066.90008,120790,Chilapa de ¡lvarez
400,12,5,Alpoyeca,12_5,NA,0.622,-0.16526,4564.24386,6637,Alpoyeca
401,12,80,Juchit√°n,12_80,NA,0.615,0.75111,4928.035483,7166,Juchit·n
402,12,67,Tlapehuala,12_67,NA,0.684,0.38741,15004.85713,21819,Tlapehuala
403,12,24,Cual√°c,12_24,2,0.592,0.79334,4818.691687,7007,Cual·c
404,12,65,Tlalixtaquilla de Maldonado,12_65,NA,0.53,0.86418,4879.896705,7096,Tlalixtaquilla de Maldonado
405,12,33,Huamuxtitl√°n,12_33,NA,0.641,-0.24948,9898.020472,14393,Huamuxtitl·n
406,12,12,Ayutla de los Libres,12_12,NA,0.56,1.29448,43111.71426,62690,Ayutla de los Libres
407,12,6,Apaxtla,12_6,NA,0.645,0.46109,8519.876025,12389,Apaxtla
408,12,4,Alcozauca de Guerrero,12_4,NA,0.492,2.34107,13046.29656,18971,Alcozauca de Guerrero
409,12,29,Chilpancingo de los Bravo,12_29,4,0.768,-0.62797,166228.0146,241717,Chilpancingo de los Bravo
410,12,32,General Heliodoro Castillo,12_32,NA,0.552,1.61542,25160.07622,36586,General Heliodoro Castillo
411,12,26,Cuetzala del Progreso,12_26,NA,0.569,1.11224,6303.429143,9166,Cuetzala del Progreso
412,12,34,Huitzuco de los Figueroa,12_34,NA,0.663,0.37185,25695.10435,37364,Huitzuco de los Figueroa
413,12,50,Pungarabato,12_50,NA,0.719,-0.46196,25468.85209,37035,Pungarabato
414,12,75,Eduardo Neri,12_75,2,0.661,0.23012,31742.71027,46158,Eduardo Neri
415,12,51,Quechultenango,12_51,1,0.555,0.95812,23882.33551,34728,Quechultenango
416,12,64,Tlalchapa,12_64,NA,0.651,0.22068,7905.075059,11495,Tlalchapa
417,12,9,Atlamajalcingo del Monte,12_9,NA,0.559,2.13703,3923.998111,5706,Atlamajalcingo del Monte
418,12,16,Coahuayutla de Jos√© Mar√≠a Izazaga,12_16,NA,0.527,2.17263,8957.251209,13025,Coahuayutla de JosÈ MarÌa Izazaga
419,12,10,Atlixtac,12_10,NA,0.48,2.21438,18114.6222,26341,Atlixtac
420,12,42,M√°rtir de Cuilapan,12_42,NA,0.521,1.55757,12173.60928,17702,M·rtir de Cuilapan
421,12,61,Tixtla de Guerrero,12_61,NA,0.689,0.43065,27547.75961,40058,Tixtla de Guerrero
422,12,13,Azoy√∫,12_13,NA,0.635,0.87193,9922.777558,14429,Azoy˙
423,12,60,Tetipac,12_60,NA,0.593,0.57731,9028.083982,13128,Tetipac
424,12,77,Marquelia,12_77,1,0.647,0.22957,8879.541467,12912,Marquelia
425,12,39,Juan R. Escudero,12_39,NA,0.655,0.10512,16755.04556,24364,Juan R. Escudero
426,12,37,Ixcateopan de Cuauht√©moc,12_37,NA,0.637,0.57934,4540.862168,6603,Ixcateopan de CuauhtÈmoc
427,12,11,Atoyac de √Ålvarez,12_11,2,0.67,0.1341,42166.81882,61316,Atoyac de ¡lvarez
428,12,23,Cuajinicuilapa,12_23,NA,0.628,0.61099,17826.47722,25922,Cuajinicuilapa
429,12,20,Copanatoyac,12_20,NA,0.498,2.31531,12966.52373,18855,Copanatoyac
430,12,36,Igualapa,12_36,NA,0.6,1.02612,7437.441215,10815,Igualapa
431,12,81,Iliatenco,12_81,NA,0.617,1.78712,7235.946044,10522,Iliatenco
432,12,14,Benito Ju√°rez,12_14,NA,0.702,-0.23506,10328.51869,15019,Benito Ju·rez
433,12,44,Mochitl√°n,12_44,NA,0.647,0.26434,7823.239137,11376,Mochitl·n
434,12,31,General Canuto A. Neri,12_31,NA,0.593,1.06903,4333.177725,6301,General Canuto A. Neri
435,12,56,Tecoanapa,12_56,NA,0.614,0.70603,30312.98856,44079,Tecoanapa
436,12,25,Cuautepec,12_25,NA,0.598,1.18841,10394.53758,15115,Cuautepec
437,12,78,Cochoapa el Grande,12_78,NA,0.362,4.43763,12913.57107,18778,Cochoapa el Grande
438,12,18,Copala,12_18,NA,0.639,0.21988,9377.433972,13636,Copala
439,12,49,Pilcaya,12_49,NA,0.657,0.03472,7948.39996,11558,Pilcaya
440,12,79,Jos√© Joaqu√≠n de Herrera,12_79,NA,0.438,2.76802,10781.7109,15678,JosÈ Joaquin de Herrera
441,12,46,Ometepec,12_46,2,0.647,0.84308,42159.94185,61306,Ometepec
442,12,53,San Marcos,12_53,4,0.629,0.75047,33353.98395,48501,San Marcos
443,12,55,Taxco de Alarc√≥n,12_55,5,0.709,-0.24791,71556.91824,104053,Taxco de AlarcÛn
444,12,1,Acapulco de Ju√°rez,12_1,12,0.749,-0.68617,543260.5524,789971,Acapulco de Ju·rez
445,12,38,Zihuatanejo de Azueta,12_38,1,0.723,-0.723,81293.32996,118211,Zihuatanejo de Azueta
446,13,83,Zempoala,13_83,NA,0.713,-1.05045,28925.74288,39143,Zempoala
447,13,5,Ajacuba,13_5,NA,0.667,-0.70186,12603.23799,17055,Ajacuba
448,13,42,Molango de Escamilla,13_42,NA,0.683,-0.08224,8283.183505,11209,Molango de Escamilla
449,13,12,Atotonilco el Grande,13_12,NA,0.684,-0.14388,19908.0171,26940,Atotonilco el Grande
450,13,73,Tlanchinol,13_73,NA,0.609,0.46386,26885.42977,36382,Tlanchinol
451,13,29,Huichapan,13_29,NA,0.688,-0.63047,32701.91093,44253,Huichapan
452,13,36,San Agust√≠n Metzquititl√°n,13_36,NA,0.697,-0.31213,6919.772535,9364,San AgustÌn Metzquititl·n
453,13,3,Actopan,13_3,2,0.743,-0.86882,40125.66519,54299,Actopan
454,13,58,Tasquillo,13_58,2,0.718,-0.25739,12462.83253,16865,Tasquillo
455,13,77,Tulancingo de Bravo,13_77,1,0.724,-0.88826,112016.9586,151584,Tulancingo de Bravo
456,13,53,San Bartolo Tutotepec,13_53,NA,0.568,1.57291,13402.81017,18137,San Bartolo Tutotepec
457,13,2,Acaxochitl√°n,13_2,1,0.57,1.05859,29989.86852,40583,Acaxochitl·n
458,13,24,Huasca de Ocampo,13_24,NA,0.672,-0.14759,12697.08796,17182,Huasca de Ocampo
459,13,81,Zacualtip√°n de √Ångeles,13_81,1,0.697,-0.30848,23970.16891,32437,Zacualtip·n de ¡ngeles
460,13,6,Alfajayucan,13_6,NA,0.669,-0.13019,13951.13047,18879,Alfajayucan
461,13,17,Chapantongo,13_17,NA,0.617,0.06721,9067.976161,12271,Chapantongo
462,13,31,Jacala de Ledezma,13_31,NA,0.67,-0.19381,9461.850441,12804,Jacala de Ledezma
463,13,52,San Agust√≠n Tlaxiaca,13_52,NA,0.702,-0.59912,23689.35798,32057,San AgustÌn Tlaxiaca
464,13,60,Tenango de Doria,13_60,1,0.567,0.27221,12714.82339,17206,Tenango de Doria
465,13,68,Tianguistengo,13_68,NA,0.584,0.72428,10373.00802,14037,Tianguistengo
466,13,55,Santiago de Anaya,13_55,NA,0.672,-0.56561,11833.96384,16014,Santiago de Anaya
467,13,76,Tula de Allende,13_76,2,0.748,-1.16119,76793.66105,103919,Tula de Allende
468,13,46,San Felipe Orizatl√°n,13_46,NA,0.61,0.56531,28953.82397,39181,San Felipe Orizatl·n
469,13,84,Zimap√°n,13_84,3,0.683,-0.36572,28462.40484,38516,Zimap·n
470,13,19,Chilcuautla,13_19,NA,0.666,-0.20672,12884.7879,17436,Chilcuautla
471,13,40,La Misi√≥n,13_40,NA,0.542,0.59659,7723.77857,10452,La MisiÛn
472,13,43,Nicol√°s Flores,13_43,NA,0.622,0.47446,4887.588162,6614,Nicol·s Flores
473,13,63,Tepeji del R√≠o de Ocampo,13_63,NA,0.71,-0.8848,59570.34425,80612,Tepeji del RÌo de Ocampo
474,13,8,Apan,13_8,NA,0.68,-0.95151,31453.04126,42563,Apan
475,13,28,Huejutla de Reyes,13_28,2,0.696,0.15389,90823.86196,122905,Huejutla de Reyes
476,13,11,Atlapexco,13_11,NA,0.647,0.56594,14374.56379,19452,Atlapexco
477,13,38,Mineral del Chico,13_38,NA,0.633,0.08742,5897.029563,7980,Mineral del Chico
478,13,16,Cuautepec de Hinojosa,13_16,1,0.657,-0.20294,40274.1994,54500,Cuautepec de Hinojosa
479,13,27,Huehuetla,13_27,2,0.57,1.1048,17412.49469,23563,Huehuetla
480,13,59,Tecozautla,13_59,NA,0.644,-0.0221,25913.67615,35067,Tecozautla
481,13,20,Eloxochitl√°n,13_20,NA,0.638,-0.05619,2069.13318,2800,Eloxochitl·n
482,13,30,Ixmiquilpan,13_30,1,0.724,-0.60653,63820.19601,86363,Ixmiquilpan
483,13,70,Tlahuelilpan,13_70,1,0.708,-0.89845,12675.65766,17153,Tlahuelilpan
484,13,44,Nopala de Villagr√°n,13_44,NA,0.675,-0.22508,11576.80014,15666,Nopala de Villagr·n
485,13,47,Pacula,13_47,1,0.592,0.5397,3731.090509,5049,Pacula
486,13,15,Cardonal,13_15,NA,0.697,0.02445,13617.11325,18427,Cardonal
487,13,25,Huautla,13_25,NA,0.643,0.78379,16716.37917,22621,Huautla
488,13,57,Singuilucan,13_57,NA,0.627,-0.21217,10974.53459,14851,Singuilucan
489,13,54,San Salvador,13_54,NA,0.735,-0.66877,24218.4649,32773,San Salvador
490,13,79,Xochicoatl√°n,13_79,NA,0.615,0.26943,5409.305313,7320,Xochicoatl·n
491,13,37,Metztitl√°n,13_37,NA,0.633,0.36491,15978.88098,21623,Metztitl·n
492,13,69,Tizayuca,13_69,1,0.758,-1.37435,72021.35316,97461,Tizayuca
493,13,62,Tepehuac√°n de Guerrero,13_62,NA,0.537,1.16555,21522.67995,29125,Tepehuac·n de Guerrero
494,13,71,Tlahuiltepa,13_71,NA,0.588,0.69619,7207.234251,9753,Tlahuiltepa
495,13,65,Tetepango,13_65,NA,0.673,-0.74571,8211.50282,11112,Tetepango
496,13,14,Calnali,13_14,NA,0.558,0.3089,12534.51321,16962,Calnali
497,13,34,Lolotla,13_34,NA,0.631,0.29941,7273.742104,9843,Lolotla
498,13,7,Almoloya,13_7,NA,0.682,-0.5652,8345.996477,11294,Almoloya
499,13,74,Tlaxcoapan,13_74,NA,0.724,-0.87698,19773.52344,26758,Tlaxcoapan
500,13,33,Ju√°rez Hidalgo,13_33,NA,0.637,0.03694,2359.550801,3193,Ju·rez Hidalgo
501,13,1,Acatl√°n,13_1,NA,0.62,0.0613,14836.42388,20077,Acatl·n
502,13,82,Zapotl√°n de Ju√°rez,13_82,NA,0.698,-0.96859,13328.17358,18036,Zapotl·n de Ju·rez
503,13,49,Pisaflores,13_49,NA,0.574,0.40052,13481.88062,18244,Pisaflores
504,13,4,Agua Blanca de Iturbide,13_4,NA,0.628,0.45445,6646.351364,8994,Agua Blanca de Iturbide
505,13,39,Mineral del Monte,13_39,NA,0.759,-1.01656,10245.16515,13864,Mineral del Monte
506,13,21,Emiliano Zapata,13_21,NA,0.718,-1.17398,9870.504245,13357,Emiliano Zapata
507,13,18,Chapulhuac√°n,13_18,1,0.615,0.21744,16554.54339,22402,Chapulhuac·n
508,13,32,Jaltoc√°n,13_32,1,0.624,0.16778,8079.226092,10933,Jaltoc·n
509,13,64,Tepetitl√°n,13_64,NA,0.676,-0.44569,7345.422789,9940,Tepetitl·n
510,13,26,Huazalingo,13_26,NA,0.583,0.83368,9443.376038,12779,Huazalingo
511,13,51,Mineral de la Reforma,13_51,6,0.822,-1.62475,94148.51559,127404,Mineral de la Reforma
512,13,61,Tepeapulco,13_61,NA,0.757,-1.31668,38178.46307,51664,Tepeapulco
513,13,75,Tolcayuca,13_75,NA,0.729,-1.08253,9775.176323,13228,Tolcayuca
514,13,41,Mixquiahuala de Ju√°rez,13_41,NA,0.708,-0.86796,31653.3038,42834,Mixquiahuala de Ju·rez
515,13,45,Omitl√°n de Ju√°rez,13_45,NA,0.628,-0.48782,6623.443104,8963,Omitl·n de Ju·rez
516,13,56,Santiago Tulantepec de Lugo Guerrero,13_56,NA,0.724,-0.88231,24752.00567,33495,Santiago Tulantepec de Lugo Guerrero
517,13,80,Yahualica,13_80,NA,0.574,1.02024,17445.00964,23607,Yahualica
518,13,13,Atotonilco de Tula,13_13,NA,0.742,-1.13623,22965.90035,31078,Atotonilco de Tula
519,13,50,Progreso de Obreg√≥n,13_50,4,0.746,-1.04154,16417.83281,22217,Progreso de ObregÛn
520,13,22,Epazoyucan,13_22,1,0.705,-0.82099,10220.03996,13830,Epazoyucan
521,13,35,Metepec,13_35,NA,0.663,-0.20329,8445.758255,11429,Metepec
522,13,10,Atitalaquia,13_10,NA,0.72,-1.18788,19881.41395,26904,Atitalaquia
523,13,9,El Arenal,13_9,NA,0.666,-0.47523,12838.97138,17374,El Arenal
524,13,23,Francisco I. Madero,13_23,NA,0.737,-0.91052,25052.02998,33901,Francisco I. Madero
525,13,48,Pachuca de Soto,13_48,4,0.803,-1.42945,197943.6257,267862,Pachuca de Soto
526,13,72,Tlanalapa,13_72,NA,0.748,-1.22246,7573.027439,10248,Tlanalapa
527,13,67,Tezontepec de Aldama,13_67,NA,0.697,-0.54093,35489.32892,48025,Tezontepec de Aldama
528,13,78,Xochiatipan,13_78,NA,0.567,1.41406,14090.05798,19067,Xochiatipan
529,13,66,Villa de Tezontepec,13_66,NA,0.642,-0.85507,8612.027885,11654,Villa de Tezontepec
530,14,65,Pihuamo,14_65,NA,0.665,-0.56869,9962.190192,12119,Pihuamo
531,14,100,Tomatl√°n,14_100,2,0.675,-0.45625,28812.17644,35050,Tomatl·n
532,14,38,Guachinango,14_38,NA,0.655,-0.51195,3553.638766,4323,Guachinango
533,14,78,San Miguel el Alto,14_78,NA,0.631,-0.76571,25619.40915,31166,San Miguel el Alto
534,14,24,Cocula,14_24,NA,0.687,-1.07084,21515.83184,26174,Cocula
535,14,97,Tlajomulco de Z√∫√±iga,14_97,3,0.725,-1.37673,342479.3672,416626,Tlajomulco de Z˙Òiga
536,14,108,Tuxpan,14_108,1,0.708,-0.99005,28098.65378,34182,Tuxpan
537,14,35,Encarnaci√≥n de D√≠az,14_35,NA,0.636,-0.84131,42249.09045,51396,EncarnaciÛn de DÌaz
538,14,34,Ejutla,14_34,NA,0.702,-0.94865,1711.467941,2082,Ejutla
539,14,36,Etzatl√°n,14_36,NA,0.708,-1.29585,15316.07622,18632,Etzatl·n
540,14,56,Santa Mar√≠a del Oro,14_56,NA,0.524,0.76807,2069.051301,2517,Santa MarÌa del Oro
541,14,66,Poncitl√°n,14_66,NA,0.642,-0.79588,39792.86268,48408,Poncitl·n
542,14,89,Techaluta de Montenegro,14_89,NA,0.686,-0.92373,2886.149828,3511,Techaluta de Montenegro
543,14,68,Villa Purificaci√≥n,14_68,NA,0.646,-0.19976,9554.462959,11623,Villa PurificaciÛn
544,14,9,El Arenal,14_9,1,0.717,-1.21879,14422.52883,17545,El Arenal
545,14,33,Degollado,14_33,NA,0.644,-0.68125,17371.15299,21132,Degollado
546,14,94,Tequila,14_94,NA,0.707,-1.07392,33454.18386,40697,Tequila
547,14,114,Villa Corona,14_114,NA,0.647,-1.00258,13949.03914,16969,Villa Corona
548,14,93,Tepatitl√°n de Morelos,14_93,NA,0.725,-1.15354,111897.2865,136123,Tepatitl·n de Morelos
549,14,69,Quitupan,14_69,NA,0.605,-0.05114,7144.268913,8691,Quitupan
550,14,76,San Mart√≠n de Bola√±os,14_76,NA,0.649,-0.06129,2799.014573,3405,San MartÌn de BolaÒos
551,14,49,Jilotl√°n de los Dolores,14_49,NA,0.589,-0.06189,7846.283141,9545,Jilotl·n de los Dolores
552,14,99,Tolim√°n,14_99,NA,0.661,-0.2761,7884.096554,9591,Tolim·n
553,14,50,Jocotepec,14_50,1,0.673,-0.73552,34660.10292,42164,Jocotepec
554,14,12,Atenguillo,14_12,NA,0.689,-0.96879,3382.656378,4115,Atenguillo
555,14,40,Hostotipaquillo,14_40,NA,0.646,-0.75908,8453.763837,10284,Hostotipaquillo
556,14,46,Jalostotitl√°n,14_46,NA,0.67,-0.88726,26262.23717,31948,Jalostotitl·n
557,14,1,Acatic,14_1,1,0.649,-0.70521,17431.98327,21206,Acatic
558,14,16,Ayotl√°n,14_16,NA,0.614,-0.55271,31476.37797,38291,Ayotl·n
559,14,48,Jes√∫s Mar√≠a,14_48,NA,0.615,-0.32681,15317.72028,18634,Jes˙s MarÌa
560,14,86,Tapalpa,14_86,NA,0.622,-0.43671,14875.46775,18096,Tapalpa
561,14,42,Huejuquilla el Alto,14_42,NA,0.647,-0.22975,7218.251677,8781,Huejuquilla el Alto
562,14,117,Ca√±adas de Obreg√≥n,14_117,NA,0.638,-0.65996,3413.071514,4152,CaÒadas de ObregÛn
563,14,83,Tala,14_83,NA,0.705,-1.15701,56745.60204,69031,Tala
564,14,109,Uni√≥n de San Antonio,14_109,NA,0.657,-0.53161,14241.68208,17325,UniÛn de San Antonio
565,14,60,Mexticac√°n,14_60,NA,0.649,-0.75582,4960.133313,6034,Mexticac·n
566,14,61,Mezquitic,14_61,NA,0.44,3.07552,14865.60339,18084,Mezquitic
567,14,80,San Sebasti√°n del Oeste,14_80,NA,0.619,-0.76878,4730.786744,5755,San Sebasti·n del Oeste
568,14,15,Autl√°n de Navarro,14_15,NA,0.755,-1.26378,47315.26572,57559,Autl·n de Navarro
569,14,111,Valle de Guadalupe,14_111,NA,0.694,-0.99111,5511.71592,6705,Valle de Guadalupe
